genes,Unnamed: 0,values
HSPA4,662.0,3.26281484
OR2A4,332.0,3.2404273740000002
GALNT12,77.0,3.23002448
CIITA,923.0,3.210355574
BRK1,833.0,3.181189584
CCR6,432.0,3.160452647
SULT1A1,657.0,3.14213103
IL27,725.0,3.132938356
IL31,670.0,3.1240513
ATP6V1B1,355.0,3.123358628
EFNA5,652.0,3.1181563786
TREX1,734.0,3.0912076484
NFS1,716.0,3.072567976
NDUFA10,799.0,3.0170207099999997
SLITRK4,209.0,3.010100466
IL11RA,828.0,2.991727694
MTMR14,761.0,2.988159568
NADSYN1,532.0,2.9409102799999998
ALDH3A1,811.0,2.92531618
RFXANK,346.0,2.9187003
ITGA11,455.0,2.899610698
TRIP10,854.0,2.868569124
MYO5C,176.0,2.8661327202
RELN,908.0,2.82577596
MYO1C,827.0,2.80779838274
HES1,886.0,2.79346182
SLC27A6,421.0,2.778033838
PTH1R,229.0,2.7728176600000003
MGAT2,767.0,2.7495250246
RPL18,663.0,2.7467641296
THRB,722.0,2.733149035
TDO2,482.0,2.71684914
OR52N2,896.0,2.7044300004
PTGIR,932.0,2.7019633099999996
RASGRP1,22.0,2.6687685720000003
LILRB3,343.0,2.654800394
GABRR3,347.0,2.6523246140000003
GNPAT,680.0,2.62543672
PLK3,54.0,2.6084345339999997
MC3R,815.0,2.6060684199999997
ACVR1B,792.0,2.59013968
UBE2N,521.0,2.574621954
STRADA,252.0,2.501281746
PPP1R3F,250.0,2.491062714
KIR2DL1,581.0,2.4781338120000003
PTGDR,474.0,2.4668007932
ADCY3,707.0,2.464450474
OR4S2,469.0,2.4368903218
CCNE1,669.0,2.43416914
RGMA,587.0,2.423875348
PRKAR2A,526.0,2.421646212
ABCB11,588.0,2.3853856722
LIPG,927.0,2.384809334
CCL1,839.0,2.382411514
HGS,406.0,2.3543332099999996
DHTKD1,801.0,2.3520016559999997
NOS1,191.0,2.33994884
KDR,186.0,2.329351356
BHLHE40,83.0,2.295883012
ZFYVE16,419.0,2.2902460540000003
MED1,882.0,2.2860129583999997
PLA2G15,525.0,2.275418047
RPS2,628.0,2.274209051
GPX1,871.0,2.2619231699999998
TNFRSF17,72.0,2.2603530348
COMT,326.0,2.2579348
SCTR,631.0,2.2565043
PIAS4,509.0,2.252948116
RAD21,665.0,2.239796188
COL6A2,316.0,2.2188157360000003
ADRA2C,756.0,2.18890104
ANAPC1,354.0,2.18614454
FZD10,796.0,2.11288125
PAPSS2,265.0,2.0962205540000003
OR5AK2,424.0,2.0940830327
DNM1L,836.0,2.086053514
TNFRSF11B,650.0,2.05148944
SIRT7,887.0,2.028656402
OR8U1,700.0,2.02863315848
CCL11,101.0,2.011632174
MAN1B1,31.0,2.01090558
NCF2,872.0,1.9508682700000002
GNAL,74.0,1.9420320839999998
GPAM,204.0,1.9361202406000004
CLDN9,234.0,1.9350193960000006
RAB11FIP2,646.0,1.9169896999999998
TOP3A,638.0,1.903872388
PPP2R5D,201.0,1.8706977599999999
SMG7,744.0,1.8639986400000002
RPL10A,721.0,1.85463686864
ZNF700,875.0,1.8518938340000002
HLA-DOA,115.0,1.8442427199999998
CEL,545.0,1.83908914
CHRD,405.0,1.8190358305999996
BOC,89.0,1.802534648
MAP2K3,107.0,1.8007884399999998
ASAH1,308.0,1.7794386
SMO,857.0,1.7694766640000001
IL1RL1,194.0,1.7394269999999998
SF3B5,893.0,1.7381584230000002
GALK2,444.0,1.7319865239999999
CD9,823.0,1.7296728127999998
DVL3,731.0,1.7214136199999999
PAX7,218.0,1.6976771608
TELO2,843.0,1.688032976
INHBB,16.0,1.6735031020000002
ATP2B3,7.0,1.6734769399999998
MCEE,251.0,1.665627658
FBP2,50.0,1.6656113600000002
ADCY9,920.0,1.665380892
EME1,365.0,1.6651357200000003
DBT,198.0,1.6613282200000001
CNOT1,34.0,1.646235228
PILRB,990.0,1.6406287940000002
ATP2A3,248.0,1.63666668
SHANK3,125.0,1.6316991340000002
TRPV1,619.0,1.6068441020000002
C1S,127.0,1.603634034
SCRIB,830.0,1.576966648
PEX5,728.0,1.558229482
TAOK1,38.0,1.52753480726
LPO,401.0,1.518495442
H6PD,334.0,1.50929508
WASF3,575.0,1.5058694660000003
GANC,276.0,1.4672749
MAN1C1,949.0,1.4537807343999998
PPM1D,615.0,1.4355276834
DUSP10,959.0,1.4253276414
KIR2DL4,61.0,1.42494102
HCAR2,463.0,1.42041690396
USE1,736.0,1.4190730973999999
KCNJ4,797.0,1.4182683318999998
OR4F17,307.0,1.4141390908
SEPHS1,981.0,1.410415652
GNS,195.0,1.39783746
PLCH1,188.0,1.393118654
EDC3,935.0,1.390180032
IDI2,845.0,1.3856231220000002
ALDH8A1,868.0,1.3818084659999998
PAPOLG,373.0,1.3712217599999998
NCOA1,33.0,1.3695615799999998
ASIC3,803.0,1.3476492215999998
ELN,404.0,1.3430931346
ENGASE,781.0,1.3429829979999999
MTTP,779.0,1.3393195859799998
PANK3,885.0,1.321567354
TAS2R46,409.0,1.3190064690599999
KRT36,364.0,1.317429702
IP6K1,726.0,1.316527694
NME7,511.0,1.308062808
RPL23,983.0,1.3070417366
AMOTL2,589.0,1.3011933619999998
PROM1,720.0,1.2984635048000002
ZNF300,637.0,1.292795632
DUSP4,835.0,1.2918069932
ABCA12,855.0,1.29095251
OR2M5,834.0,1.2808932668
FBXL3,564.0,1.2782789064
IFNE,446.0,1.2750052639999998
UNC5B,825.0,1.2744620279999999
ESRRB,123.0,1.267404182
ZNF681,221.0,1.26495174
RAP1GAP,978.0,1.2581209460000002
UPP2,484.0,1.252306394
WDR7,733.0,1.25072218891
GCNT1,654.0,1.24545468
FAAH,152.0,1.2430237547999998
CPSF4,634.0,1.240168846
FCER1A,645.0,1.2283588660000002
FES,572.0,1.2236108460000001
LIPA,931.0,1.2097260428
CACNA1H,745.0,1.209011024
AQP1,864.0,1.19923558
GRM7,8.0,1.1863217120000003
INPPL1,708.0,1.160268914
COX6A1,584.0,1.146079308
NDUFB4,456.0,1.14224784
CXCR5,21.0,1.14120388
AICDA,548.0,1.1299546439400001
RNASEH2C,622.0,1.1248993
LMNB2,601.0,1.122846842
PHKB,391.0,1.1190246499999998
ZNF83,980.0,1.118735539
SLC27A5,929.0,1.1087282340000002
ZNF735,437.0,1.0843437200000001
OR10A6,466.0,1.0831479482000002
FSCN1,153.0,1.08097568
OR1M1,701.0,1.0634985006500002
SSH3,596.0,1.060433686
PRDM2,114.0,1.0544761999999999
CDC37,422.0,1.0542041519999998
NR1D2,433.0,1.04784223
NEFL,993.0,1.046135808
TJP3,844.0,1.0461240968
U2AF1L4,819.0,1.0318436262
OR51G1,111.0,1.027974423
EEF1A2,951.0,1.025114946
ZNF675,960.0,1.015554655
KRT10,49.0,1.0140720840000002
ARAP2,765.0,1.009137224
IFIH1,714.0,1.0085563400000002
TRPM2,192.0,0.997580692
TXNRD2,566.0,0.9909171978000002
TRPC5,122.0,0.9864637948
GK,396.0,0.982706782
OR11G2,423.0,0.9791137431000001
EARS2,973.0,0.9754746400000002
TAS2R38,807.0,0.9742914263200001
SEMA5A,323.0,0.97029125
LILRB5,764.0,0.9647246399999998
OR51I2,873.0,0.9620614700000001
ZNF33B,92.0,0.9609655119999999
EXTL1,985.0,0.9520274580000001
MAPKAP1,937.0,0.9489474698
ALAS1,177.0,0.94632162
SEMA6D,643.0,0.9354546084
SLC5A5,303.0,0.9340261639999999
F10,227.0,0.91377471
WASF1,905.0,0.9024456199999996
CLCA4,118.0,0.9012592999999999
ATG16L1,958.0,0.89824616
MCM5,610.0,0.8943946254
APPL1,98.0,0.89335407
ZNF317,13.0,0.8928892599999999
OR52B2,787.0,0.8855341676599998
SGPP2,130.0,0.87705476
PLK2,829.0,0.874334232
ETS2,818.0,0.8678839999999999
SERPINA1,682.0,0.8667181270000001
HNF1A,502.0,0.86612183
COASY,653.0,0.86343856
GP6,301.0,0.8566241780000002
NOP56,386.0,0.8526020780000001
MBTPS2,240.0,0.8505858819999998
LIG1,537.0,0.8463753860000001
CD19,558.0,0.8451976366000002
IQGAP2,808.0,0.8446148539999999
GALNT8,789.0,0.8419503239999999
ZNF552,333.0,0.8371578339999999
CPOX,518.0,0.832798868
MSMO1,376.0,0.8293616580000002
ZNF99,800.0,0.8292527320000002
CD48,285.0,0.8287735933999999
ARFGAP2,901.0,0.806440544
OR10H1,989.0,0.7928913264000002
SOD2,906.0,0.785393776
TUBB,486.0,0.77078644
CHRNB1,208.0,0.763432328
ERCC1,611.0,0.7625948899999997
XPO6,236.0,0.76256597
NEFH,513.0,0.748743943
ST6GALNAC1,689.0,0.7386189939999999
MYO1A,180.0,0.7244898447999999
ZNF534,217.0,0.7229365839999999
IST1,941.0,0.7137266440000001
FANCG,667.0,0.69132520952
ZNF324B,417.0,0.68490678
RPS4X,247.0,0.6846948191
OR4K14,681.0,0.6797032452
NTN4,270.0,0.671541664
MAP1LC3C,921.0,0.6555794859999999
TP53BP1,206.0,0.6553083799999999
TXNRD3,649.0,0.654557096
WBP11,804.0,0.6522611439999999
CPS1,136.0,0.648794774
PRPH,603.0,0.6452506854
MRPL1,91.0,0.64327244496
PTPRR,440.0,0.6420880339999999
KRT13,956.0,0.641669576
CHRNA10,613.0,0.638409166
IL37,938.0,0.6340481019999998
OR5K3,508.0,0.6334057578
UBA1,709.0,0.6328879851999999
RPRM,675.0,0.6305526230999998
GLUD1,290.0,0.627680736
MMP16,866.0,0.6270344775999999
OR8K1,842.0,0.6237755093999999
TRPC3,48.0,0.6137193375999999
SEMA4A,784.0,0.5904842880000001
AGT,547.0,0.5802711799999999
OR8H1,507.0,0.5778560156000002
DYNC1I1,859.0,0.573147894
BTG2,162.0,0.570189151
COL10A1,755.0,0.5683864568
UBA52,11.0,0.565353506
TRHR,890.0,0.565003188
ZEB1,945.0,0.5561556400000001
MFN1,527.0,0.5559514664
SEMA6B,99.0,0.550987656
GALNT3,621.0,0.54815852
PRKCI,850.0,0.548105122
EFNB3,219.0,0.5464868848
COL11A1,435.0,0.5416027126
DHX33,897.0,0.5389189671000001
NLK,103.0,0.5347659360000001
GALM,231.0,0.52922433
KCNJ8,814.0,0.528999592
PRPF8,946.0,0.5243491564
CRYL1,915.0,0.516678458
GATB,232.0,0.514042918
CHEK1,583.0,0.5132229300000002
KCNMB3,676.0,0.503643712
OR13F1,274.0,0.4860925239999999
CST5,41.0,0.48085813
CD37,411.0,0.48009326
ATP6AP1,711.0,0.4771003079999998
WEE1,962.0,0.4770977124
ZIC3,199.0,0.4749678000000001
CD5,106.0,0.473781976
OR8A1,684.0,0.47330095407999984
PPP1R3B,348.0,0.47213778
RXRB,434.0,0.4658656746000001
PRDM4,599.0,0.4622106259999999
FBXO32,415.0,0.46154043400000005
ABCA6,213.0,0.456431
ERBB4,912.0,0.44814573644000005
OR10R2,660.0,0.44576715240000003
GDA,3.0,0.44368016600000004
SLC39A4,380.0,0.44033105
GPD2,467.0,0.438777612
OR52A5,349.0,0.4289908296
POU2F1,679.0,0.42757869
KDELR2,297.0,0.420919726
SEMA3C,614.0,0.41706118200000003
ZNF91,448.0,0.415348544
ZNF566,881.0,0.41175307839999997
MUC7,255.0,0.4020048759999999
DNAH3,984.0,0.40093195868000003
SNAI1,671.0,0.39303880799999996
FLOT2,775.0,0.38902080000000006
ZNF564,604.0,0.38321786599999996
ZNF440,640.0,0.38094178999999995
CARD10,44.0,0.3781754599999999
SGMS1,335.0,0.3728802956000001
ATXN2,820.0,0.3718734979999999
NOP10,785.0,0.3706397
XPO7,382.0,0.3674050199999999
PSMA5,516.0,0.36735855199999995
ST3GAL6,128.0,0.361350602
ZNF222,719.0,0.343092716
SLC38A2,713.0,0.3372875520000001
KRT15,574.0,0.33423013
ZNF624,451.0,0.33074041200000004
FRMD1,534.0,0.3301292296
FUS,704.0,0.329071912
NLRC4,817.0,0.324634208
TRH,746.0,0.31644589799999995
CPSF2,503.0,0.3128701732
RUVBL1,205.0,0.31043429
NDUFV2,263.0,0.30703167600000003
DIS3L,321.0,0.303888276
SUOX,302.0,0.29144570400000014
ZNF701,747.0,0.289353184
ZNF556,500.0,0.286619066
ZNF761,310.0,0.285859768
PTH2R,633.0,0.28305117679999997
ZNF436,200.0,0.27957157260000004
SLC32A1,718.0,0.27459161199999993
ACADVL,826.0,0.27422089900000024
KRT34,617.0,0.2646241584000001
CER1,863.0,0.26321838200000003
OR6C65,856.0,0.26219826899999993
ACTA2,291.0,0.261829614
OR2T11,414.0,0.2609670169999999
HNRNPA3,60.0,0.2565876752
GJA1,853.0,0.25185852
BMP7,778.0,0.249146754
ATG9A,29.0,0.24658688
ZNF519,431.0,0.24499846400000003
NUP88,383.0,0.24493432200000004
ZNF229,278.0,0.24066260099999998
MICALL2,748.0,0.240403468
ZNF304,81.0,0.2396672240000001
ZNF619,737.0,0.2364813282
IFI16,609.0,0.23346516799999995
ZNF547,165.0,0.23329711400000003
SLC22A2,339.0,0.23073585280000003
BNIP1,759.0,0.23005218320000004
SHMT1,753.0,0.22612803999999995
CACNB1,464.0,0.224495172
ST3GAL5,904.0,0.22258932000000003
LIMK2,770.0,0.21232923199999987
ACIN1,903.0,0.21156538879999998
GSPT2,167.0,0.195289734
F13B,345.0,0.19144968280000002
P4HB,664.0,0.18061723679999997
AMY2B,269.0,0.17583361959999994
KCNJ2,362.0,0.17554176400000007
DAGLB,487.0,0.17361918999999998
ZFP82,802.0,0.17098675600000002
ZNF614,837.0,0.17086235839999997
ZNF485,849.0,0.167824849
EYA1,268.0,0.1659146774
ZNF354A,293.0,0.164926168
CYP2R1,408.0,0.15660742479999995
SIRT1,42.0,0.1560072599999999
NUP98,531.0,0.15321108000000003
MTHFS,427.0,0.150968608
FBN1,264.0,0.13828353140000008
IMPDH1,578.0,0.1334487199999999
NPSR1,174.0,0.13092810000000005
LMO7,964.0,0.125247646
ZNF251,447.0,0.12349356599999997
G6PC3,175.0,0.11828526000000013
IL32,171.0,0.10491756600000002
DNAH11,305.0,0.103926366
EPN2,791.0,0.100338014
ATIC,20.0,0.08290134799999996
ZNF430,6.0,0.08252887199999995
HS3ST3B1,591.0,0.0753431639999999
ADAM10,975.0,0.07357666639999998
SERPINE1,883.0,0.067729152
NADK,476.0,0.06751756399999982
TGIF1,967.0,0.06308431000000003
ATP6V0B,952.0,0.06164871600000067
DNAH1,625.0,0.06154710100000001
ALG1,688.0,0.054673733999999995
TTC37,19.0,0.05174165999999993
ZNF782,954.0,0.04624963
MT1E,546.0,0.04471695999999985
ATP6V1A,52.0,0.03701244199999987
BMI1,169.0,0.036839000000000066
CASP2,616.0,0.030451141199999997
PDSS2,257.0,0.029822040799999994
DNASE2B,987.0,0.0265539279999999
MAP4K1,655.0,0.020767611199999998
DDX23,4.0,0.00947323079999995
SRSF8,470.0,0.008595117999999869
WAS,399.0,0.0007396839999997739
CNOT10,359.0,-0.0014512360000000293
BCKDHA,530.0,-0.0023982999999998976
ZNF878,237.0,-0.0066655899999999765
FER,966.0,-0.011549748000000016
ATG5,445.0,-0.013770199999999821
RPN1,368.0,-0.015310720000000166
WWC1,491.0,-0.016169413400000002
ZYX,860.0,-0.02258207599999999
AHCYL2,75.0,-0.028888399999999814
OR2S2,907.0,-0.03968722840000003
AFP,135.0,-0.040182049720000015
PILRA,831.0,-0.04257277400000003
ZNF486,542.0,-0.043258686000000025
MYCN,570.0,-0.04841814500000001
OR10G9,439.0,-0.049125910000000036
MBL2,69.0,-0.05088337000000008
SFRP4,5.0,-0.051478878000000006
SEMA4D,782.0,-0.05306929399999999
TNFRSF9,443.0,-0.05556457400000003
KLHL9,928.0,-0.057916726000000064
ZNF565,109.0,-0.059363370000000026
AK5,242.0,-0.05957532799999996
ETV5,497.0,-0.06418711900000007
SLC7A9,211.0,-0.06745548940000005
DBI,449.0,-0.06758922599999999
CHD8,56.0,-0.06805793219999999
THBD,324.0,-0.07271302460000006
POLR2I,284.0,-0.07274222400000001
CKB,454.0,-0.08437615399999995
IDH3B,543.0,-0.08933028000000003
MYO1D,181.0,-0.08977745766000006
DSPP,112.0,-0.09473002199999998
ZNF589,138.0,-0.09535310000000008
RASGRF2,329.0,-0.09604031600000004
ETV4,363.0,-0.10301617100000002
SARDH,965.0,-0.10410513600000013
ZNF557,292.0,-0.1088695108
ZFP69B,286.0,-0.112142
NUP155,840.0,-0.112846372
CASP5,659.0,-0.11623119999999994
CASP7,926.0,-0.1221267259999999
MVB12B,488.0,-0.12824863600000008
VASP,579.0,-0.1296617139999999
RCE1,483.0,-0.13005950999999996
CKAP4,202.0,-0.13324163399999997
KLK2,832.0,-0.13514016999999987
MASP1,26.0,-0.14600127999999998
ZNF454,413.0,-0.15314200800000005
LLGL1,337.0,-0.15443370799999984
RHOH,296.0,-0.16545315200000005
HRH1,132.0,-0.17300318400000053
SP100,71.0,-0.18214257000000003
EIF2B4,367.0,-0.18373584599999998
IQSEC1,874.0,-0.18557367600000008
LGR6,129.0,-0.1860917284
IPO4,357.0,-0.19262047599999993
ZNF611,569.0,-0.19337515000000002
GBP7,87.0,-0.1960812719999999
PTPRN,894.0,-0.19841165840000002
SEMA7A,85.0,-0.19917823399999998
RASGRP4,692.0,-0.20088454939999995
SLC6A2,258.0,-0.20211499700000002
WT1,556.0,-0.203851607
EXTL2,740.0,-0.20436247999999999
DNAH7,798.0,-0.22492589780000002
ZNF746,317.0,-0.22800926400000004
ACTR10,300.0,-0.23307018359999998
NSFL1C,498.0,-0.236352124
UBE2S,306.0,-0.24376004599999995
PIP5K1C,366.0,-0.24646359999999978
ARSG,822.0,-0.2468122938
NUP133,425.0,-0.248674264
YES1,320.0,-0.25010669774
NGFR,812.0,-0.2587334059999998
LDB1,358.0,-0.2612146726
FIP1L1,506.0,-0.27335683200000005
OR6A2,342.0,-0.2771535045999999
MEIS1,1.0,-0.28289535200000004
OR10V1,148.0,-0.2854458004000001
CSTF2,327.0,-0.2908941199999999
ZNF157,492.0,-0.2943901459999999
CORO1A,925.0,-0.2959621713999999
CASP8,961.0,-0.2966154000000001
MDM4,272.0,-0.29843014799999995
SRSF9,862.0,-0.30157811999999995
RRP7A,28.0,-0.3022946927
SLC6A4,271.0,-0.30743056519999995
OR6C68,776.0,-0.309800638
BAX,924.0,-0.31104457800000007
MAPKAPK3,460.0,-0.31330126600000013
ZNF658,134.0,-0.324930804
TLR1,523.0,-0.32573614400000006
SELENBP1,724.0,-0.330363552
CACNG3,739.0,-0.330607954
RNF7,677.0,-0.33543528999999994
SRR,661.0,-0.335569016
OXTR,117.0,-0.33775840279999986
PRPF4,407.0,-0.356702974
GPAT2,535.0,-0.357497672
MSH2,235.0,-0.35793006
ZNF74,254.0,-0.35826886991999995
SH2B1,504.0,-0.36007391
PLA1A,70.0,-0.3613067148000001
OR13G1,636.0,-0.3634661574
PHGDH,142.0,-0.3639661700000001
CR1,620.0,-0.36691663399999996
MME,185.0,-0.36808593999999994
POU2F2,573.0,-0.37019257699999997
PLCH2,17.0,-0.37086689200000006
FZD5,495.0,-0.3716671400000001
SHISA5,694.0,-0.37579578699999994
MAP3K11,997.0,-0.3776893228
MRPL16,93.0,-0.3817961871400003
LMBRD1,402.0,-0.3831636226000001
ST6GALNAC6,461.0,-0.39236676
TAS2R20,67.0,-0.39380696530000003
NCEH1,697.0,-0.39439107
ALDH1A1,243.0,-0.39464138000000004
WDR75,110.0,-0.40197227999999996
ZNF778,156.0,-0.40224770099999996
FLT1,777.0,-0.4078075919999999
OR2A1,841.0,-0.40788691980000014
KRT25,749.0,-0.40917607600000006
CASQ2,159.0,-0.41300354400000006
ALDH1L1,9.0,-0.413048
DES,917.0,-0.41389158999999986
LILRB4,666.0,-0.41748110000000016
CASP1,865.0,-0.4194132460000001
MSTN,121.0,-0.42382074800000014
ZNF480,230.0,-0.42760567
CD209,143.0,-0.4298161118
NEU3,626.0,-0.429869492
ZNF23,618.0,-0.43000925399999995
PDE8A,658.0,-0.4405076959999999
SLC5A6,517.0,-0.45103882804000006
SRGAP3,988.0,-0.4546678539999999
PAPOLB,821.0,-0.45543612000000006
CSGALNACT1,889.0,-0.46158599999999994
SLC45A3,758.0,-0.4650510519999999
ATP2A1,536.0,-0.46670538000000017
OR4D9,695.0,-0.46813682720000005
PTGIS,590.0,-0.468859304
UBA2,244.0,-0.47089714219999995
MTMR4,554.0,-0.4718078519999998
PIK3C2B,942.0,-0.4722859199999999
NUDT16L1,472.0,-0.4733776602
ZNF273,577.0,-0.47417092
ASAP2,385.0,-0.47679927880000006
CDC7,544.0,-0.48047457
DTX4,977.0,-0.48291016999999997
NTNG2,141.0,-0.48532552800000006
DNAJA1,730.0,-0.492826642
MRPS6,62.0,-0.4933229105999999
OR5B17,876.0,-0.5020615918000001
HERC1,18.0,-0.5032554186
EDEM3,597.0,-0.5041741096
RAG2,918.0,-0.50445885242
ACSS2,43.0,-0.506590198
LPCAT3,553.0,-0.5083243300000001
ZNF677,592.0,-0.50854245
IL9R,549.0,-0.5086343179999997
AGL,312.0,-0.521497996
HERC2,528.0,-0.525521994
PTPRM,100.0,-0.528222148
TAF3,253.0,-0.53101068
MAPK8IP3,757.0,-0.538113808
TRPV5,699.0,-0.539368006
PRKCH,602.0,-0.5451678839999999
AP1B1,501.0,-0.5487542918
EHD3,723.0,-0.5499167819999999
ZNF7,567.0,-0.561594036
NFYC,816.0,-0.562192808
GAPDH,933.0,-0.56354496
CTNS,635.0,-0.5639703896
GPX6,262.0,-0.5680877720000004
OR10A5,88.0,-0.573620086
UCK2,168.0,-0.5775407592
TRPM6,97.0,-0.5790680300000001
ABCB10,493.0,-0.5826983479999999
CMPK2,338.0,-0.5956061600000001
TPP1,266.0,-0.5963715115999999
EEF2,880.0,-0.60321468
GRM4,277.0,-0.6107760120000002
PHLPP1,246.0,-0.61437650666
POFUT2,40.0,-0.6194913000000001
MAGI1,565.0,-0.623225638
PFAS,768.0,-0.634092814
RMI1,538.0,-0.635436675
PLA2G7,813.0,-0.6362739900000001
DNAH6,267.0,-0.63818426
DBH,261.0,-0.6393313340000001
PROS1,27.0,-0.641496749
UTP14C,891.0,-0.647219872
SNRPB,102.0,-0.6688817316
ST3GAL3,963.0,-0.6755091000000001
KRT17,283.0,-0.6777779080000002
DYNC2H1,838.0,-0.6831196542
ZNF160,287.0,-0.692959306
KCNQ2,24.0,-0.6935032016
HTR1E,315.0,-0.6942262400000001
UAP1L1,154.0,-0.6945001399999999
ZNF528,23.0,-0.702375427
SLC9A6,696.0,-0.714832506
ACOT8,606.0,-0.7205520572
DHX58,79.0,-0.7206472959999999
GABRE,795.0,-0.7255976447999999
MYL6,608.0,-0.7297899000000001
TAF9,137.0,-0.7566803047999999
MIOX,594.0,-0.757646494
DIO2,651.0,-0.768477836
CNGB3,59.0,-0.7705863213199999
REV3L,686.0,-0.776227148
OR5H1,80.0,-0.776913316
ZIM3,216.0,-0.778807342
GABBR1,939.0,-0.7797596600000002
FUT8,288.0,-0.7976107280000001
SH3GL3,639.0,-0.8002749720000001
POMGNT1,930.0,-0.8043450264
NSMAF,555.0,-0.8051807940000002
SRSF2,600.0,-0.8153921834
ZNF124,627.0,-0.815888842
CCNT2,940.0,-0.8316376546
OR4D2,586.0,-0.8364388417799999
EPAS1,970.0,-0.847283652
ZNF623,298.0,-0.85202996
NOD1,124.0,-0.8616062
VTCN1,281.0,-0.8729861274000001
ZNF211,957.0,-0.885034628
RFX6,416.0,-0.890850234
ZNF699,149.0,-0.8992840919999999
COX4I1,214.0,-0.900002082
ZNF302,233.0,-0.9048333968
CCDC6,377.0,-0.9050907362
MAP4K3,916.0,-0.9052991964
GMPR2,395.0,-0.911413462
VAPB,418.0,-0.9131508295999999
ADAM17,458.0,-0.915102014
CHST11,350.0,-0.91627802
GPX3,520.0,-0.9169022200000001
ALS2,642.0,-0.92889114
ZNF689,133.0,-0.94070809
THOP1,84.0,-0.955452264
C1GALT1,0.0,-0.97277372
KRT23,295.0,-0.9791633089999999
EIF2AK4,705.0,-0.9812570059999999
PLRG1,909.0,-0.9822209489999999
EFNB1,624.0,-1.0015011972
HDAC7,279.0,-1.00398745
CARD16,37.0,-1.0088629939999998
HTR6,53.0,-1.0346647399999997
EGR2,582.0,-1.0363123254
OR10G7,452.0,-1.0395045576000002
MAP3K6,95.0,-1.061236227
THOC2,878.0,-1.0652654099999999
SEC23B,550.0,-1.0747745227999999
CRLS1,685.0,-1.085795232
OR6K2,766.0,-1.089140743
RFX5,190.0,-1.0891652680000001
NFATC4,193.0,-1.0907417000000001
DSP,183.0,-1.0955034060000002
PER3,771.0,-1.0997518120000003
SLC44A2,805.0,-1.1066431780000001
PPCS,14.0,-1.1233739
ASAP1,786.0,-1.127121846
HLCS,552.0,-1.1278885492000001
ACTC1,166.0,-1.1281546439999999
ABCC4,772.0,-1.1298767079999998
IRS2,612.0,-1.1322525000000003
ZNF492,145.0,-1.162212674
CHRNB3,397.0,-1.163937652
GGT6,481.0,-1.1720825000000001
PTGR1,63.0,-1.1851594840000002
PSMB10,336.0,-1.1908070999999998
SLC12A2,846.0,-1.192232248
FBXW8,729.0,-1.201439486
KIF22,47.0,-1.225051486
GBA3,877.0,-1.2335219599999998
TG,710.0,-1.2337507760000002
MAP2K5,986.0,-1.241506872
OR5AU1,760.0,-1.25550187148
ITGAL,158.0,-1.2611619360000001
CTSF,674.0,-1.2615378400000004
SOD1,706.0,-1.263428128
RPL7,911.0,-1.2683496272
LRIG2,113.0,-1.2705350800000001
NRG1,496.0,-1.273301394
RAET1E,161.0,-1.28041110752
DHX16,344.0,-1.2851500228000001
IDH2,971.0,-1.2970016819999999
CHMP2A,462.0,-1.298553562
