genes,Unnamed: 0,values
WNT10B,342.0,1.075253932
ICAM2,73.0,1.0695690839999998
WASF3,634.0,1.054415532
KCNMB3,729.0,1.0535900086
PNLDC1,220.0,1.0522639950000001
RAD51D,985.0,1.0488821525999998
RPL15,775.0,1.0475726648
AURKA,489.0,1.039950782
DBT,233.0,1.033162568
STAR,396.0,1.0249066648
TAS2R38,839.0,1.021028787
SAV1,223.0,1.0168871992
PGLS,412.0,1.01323996484
ACLY,333.0,1.0126657904
GGT6,528.0,1.007653098
HYAL4,381.0,1.0065307068
TIAM1,451.0,1.006197826
HPSE,249.0,0.994942207
ABLIM2,852.0,0.9912774580000001
C3,108.0,0.9866889459999999
PLA2G2C,535.0,0.986184274
EGF,183.0,0.9848870786600001
UNC5C,436.0,0.9782609808
GNL3,877.0,0.9762260614999999
FNIP2,473.0,0.9694052818
MCOLN3,363.0,0.9637321191999998
SMG7,792.0,0.9613339059999999
ETV1,152.0,0.9432106769999999
GALNT16,410.0,0.927309736
TRIM37,217.0,0.9195299899999998
ASAP2,435.0,0.9167829171999999
AR,207.0,0.915315655
CES1,380.0,0.9124744320000001
FBN1,327.0,0.9106873446
MAP3K3,613.0,0.9074098240000001
PAK3,232.0,0.9069986099999999
RPL14,990.0,0.905077556
WNT5A,687.0,0.9030106100000002
ACVR1C,524.0,0.8989703600000001
IL6,645.0,0.89874002
UQCRC1,330.0,0.8982947059999997
ATXN1,825.0,0.8919493611999998
UBA7,240.0,0.88980956
POP1,701.0,0.8874018884
NDUFB1,899.0,0.8871492060000001
ACSL5,128.0,0.8799934960000002
COX7C,921.0,0.87860391
NTNG1,290.0,0.876558878
EEF2K,66.0,0.875536572
POLR3A,802.0,0.8721997304
CLDN20,32.0,0.86943498
AHCYL2,99.0,0.865907202
PTGIR,942.0,0.8632227330000001
UBR5,3.0,0.8630262325999999
EGFR,642.0,0.8555126200000001
OR10H1,993.0,0.854264279
ZEB1,956.0,0.8540803477999999
SDR16C5,287.0,0.8523323874000001
RPL32,581.0,0.8519078696
COL12A1,640.0,0.8497211705
SERPINB2,106.0,0.846484182
ARPC4,172.0,0.8451671139999999
TNFRSF4,892.0,0.8326413648800001
KIF5A,773.0,0.8290478
GREM1,910.0,0.826893832
HSD17B2,692.0,0.8266804999999999
AGAP1,950.0,0.821085396
HERC1,21.0,0.8177508407999999
KAT6A,704.0,0.814105898
BCL11B,750.0,0.8082079988
CHST6,130.0,0.7925586320000001
PFN1,195.0,0.787791552
PRKDC,83.0,0.7799972660000001
UBE3C,794.0,0.772000268
ULBP1,893.0,0.769206128
MAPK8IP2,616.0,0.768433406
RILP,391.0,0.7481879374
RPL5,598.0,0.7429104975999999
OXTR,153.0,0.73975046
RPL18,715.0,0.7375519076
ME3,788.0,0.733271806
TFPI,688.0,0.7289660346
DYNC1H1,567.0,0.7246945354
NME3,853.0,0.7097931166
SELP,826.0,0.6881922084000001
LAMA2,42.0,0.68774964
DARS2,450.0,0.6777217036000001
NR1H3,768.0,0.6637070852
TNFRSF10C,905.0,0.6614247933399999
EDAR,268.0,0.6593813456
COL11A2,119.0,0.6591363298
UBR4,939.0,0.658695378
AXIN2,458.0,0.652647602
FGF18,566.0,0.6480160859999999
XRN2,271.0,0.64241074954
KLHL13,228.0,0.6417073135999999
GABRE,827.0,0.6392737119999999
INPP5D,796.0,0.6321440440000001
XRN1,148.0,0.6311915943
OR11H7,188.0,0.6296572104000001
COL8A2,425.0,0.6276463939999999
SGK1,544.0,0.6245946039999999
DPYD,67.0,0.623967072
RPS25,452.0,0.6234634686
GABRR1,781.0,0.620884978
MED12,697.0,0.62023654956
DICER1,180.0,0.6187836840000001
REST,160.0,0.61635286
SIPA1L2,807.0,0.6116394456
ADH6,293.0,0.60812007
CNGA1,258.0,0.606114566
TEAD1,900.0,0.6055125608
CCL3L3,676.0,0.605370048
DLG5,81.0,0.6039238242
PAPOLA,786.0,0.595859766
SMG6,813.0,0.59559006
AMDHD1,219.0,0.5949958248
POLR3G,315.0,0.594796436
GTF2H5,5.0,0.5943375919999999
MST1R,637.0,0.5938504388
RPL12,795.0,0.5905215514
MTHFS,479.0,0.585980604
ZNF707,143.0,0.5855455896
CTSE,513.0,0.5820564652
SLCO1B1,58.0,0.5762241799999999
BARD1,426.0,0.575671014
AQP7,0.0,0.5722256198
GLI2,823.0,0.5709880760000001
CYP2S1,727.0,0.56977458
RPL3,925.0,0.5660163706
IL18RAP,339.0,0.5657242652
GNG4,365.0,0.5596575040000002
NFATC3,672.0,0.5576821849999998
ACY1,227.0,0.55373872
AKR1B10,769.0,0.553327866
MMP9,103.0,0.5514445980000001
ZNF132,218.0,0.5369943468
NADSYN1,590.0,0.5298932499999999
ABL2,429.0,0.52840286
KSR1,78.0,0.5274643679000001
RPSA,509.0,0.5255371731199999
CUBN,215.0,0.5238769856400001
KMT2E,510.0,0.52097444554
SIRT6,269.0,0.5148302760000002
TNC,575.0,0.513114626
B3GALNT2,147.0,0.512756905
STAM2,230.0,0.508648236
RPL38,515.0,0.5062283228
KIDINS220,125.0,0.505365817
PIGR,466.0,0.503388154
RB1CC1,849.0,0.503383438
GCNT2,976.0,0.5028567799999999
RFC1,60.0,0.5012649559999999
GTF2E1,90.0,0.500381298
RPL36A,82.0,0.49970558
ELOVL7,478.0,0.49131199
CLCA2,483.0,0.4910311459999999
PAPSS2,329.0,0.48569999799999997
GTSE1,952.0,0.4848829792799999
MYH10,523.0,0.48092446740000006
MMP16,884.0,0.47755829800000005
CNTN1,607.0,0.4774670932
TRIP12,664.0,0.473067947
ABCA9,503.0,0.4712470838000001
UTP14C,913.0,0.46533264459999996
GLP2R,797.0,0.46393635685400003
NUP98,589.0,0.458738768
INSL3,835.0,0.45823359054
SMO,873.0,0.457830541
CHSY3,776.0,0.45513726299999996
IGF2BP1,444.0,0.45476083640000003
TAF2,680.0,0.445828016
RPL35A,834.0,0.441112826
DKK2,843.0,0.43696363012
DSEL,742.0,0.43629725199999997
LIPC,345.0,0.42908330679999995
ACSM6,384.0,0.42636781900000004
PIGW,300.0,0.4225118
ACADVL,851.0,0.42142161199999995
SIX1,34.0,0.41194902148
DNMT3B,344.0,0.40992758399999996
IL22RA2,526.0,0.40598527404
FNIP1,370.0,0.40430511604
RPL18A,202.0,0.39909338484
TP73,205.0,0.39453958599999994
DLL4,247.0,0.39393424000000016
ST3GAL2,186.0,0.39315522
HERC3,847.0,0.3911522128
EPOR,646.0,0.39024766800000005
GREM2,30.0,0.38988930685999995
CERS6,935.0,0.3886783252
IL36RN,732.0,0.3852058432
IL1RAP,814.0,0.38430374200000006
RPS28,138.0,0.38234243400000006
RNASEH2C,686.0,0.382273193
TBL1XR1,350.0,0.3813602045999999
GDA,2.0,0.38099027539999997
SEC24D,822.0,0.3588039558
IL36G,468.0,0.35751258471999997
SF3B3,124.0,0.357404648
SOX17,24.0,0.35600957516
HAND1,136.0,0.3549144692
CDK6,927.0,0.35400880799999995
RAB22A,698.0,0.352542976
STK3,975.0,0.35226668920000004
CHRNB4,422.0,0.34963058199999997
DHX38,383.0,0.345365964
IP6K2,137.0,0.3419576139999999
PTPRN,918.0,0.34177008659999997
NFKBIZ,187.0,0.33893551
TLX1,689.0,0.338760404
RAP1GAP,981.0,0.33796908480000004
PLIN4,671.0,0.3356508512
F2RL2,276.0,0.33198665600000005
HCFC1,919.0,0.33085641598
HNF1B,278.0,0.32578055
CYP26B1,717.0,0.3247548336
MED13,142.0,0.3207353703799999
CYP26A1,669.0,0.3173479819999999
SH3GL2,279.0,0.316281625
EDN2,517.0,0.31435879
ULBP3,785.0,0.312338766
RPL37,498.0,0.31128165533999996
MSI1,511.0,0.3109270112
NPC1,109.0,0.3065663492
TXNRD2,624.0,0.30594248399999996
SLCO1B3,22.0,0.30049976200000006
XPOT,47.0,0.2997300607999999
RPS23,908.0,0.2995873966
CPSF2,555.0,0.298311445
HMGCS2,19.0,0.29760786400000006
HS6ST3,548.0,0.2975801232
TJP3,864.0,0.29695666919999997
ZNF880,771.0,0.292915052
RPS7,673.0,0.2868280949
CHST3,716.0,0.27867712279999995
CTNND2,880.0,0.276175838446
RPS10,475.0,0.2747745894
BUB1B,349.0,0.27411154660000003
SEC24A,40.0,0.27232680499999995
P2RX7,14.0,0.2713662492
DNAJC6,341.0,0.267396828
CDK14,871.0,0.264433144
AP4E1,564.0,0.264010438
NKX3-1,112.0,0.26348926
TMEM86B,123.0,0.2620375212
SPATA5,23.0,0.26138269410000003
PDE8B,469.0,0.260660091
NR4A3,474.0,0.26007285599999996
CD63,254.0,0.2556869006
CTLA4,225.0,0.25237901451999994
ERC1,434.0,0.24991155420000002
OR5M11,615.0,0.24696767619999999
GAS1,116.0,0.24277819630000003
MCM4,299.0,0.24181445200000007
TPCN1,356.0,0.23930371800000008
HERC2,580.0,0.2373162576
REN,731.0,0.236424582
RALGAPB,605.0,0.229019009
NTS,648.0,0.2279915178
NGF,712.0,0.22653420800000007
TGFB3,611.0,0.22635391600000002
VTN,636.0,0.22632675679999997
INHBA,647.0,0.22325234599999993
PNPO,173.0,0.21862573100000002
DNAH3,988.0,0.21299324399999997
PRKAR2B,461.0,0.2117281814
DBF4B,338.0,0.20532856588
IPPK,314.0,0.20524908400000003
HOMER2,36.0,0.20448127200000005
RPL28,549.0,0.2026292652
GAMT,337.0,0.20189389200000002
GPX1,890.0,0.19940921000000003
SFRP1,171.0,0.19852066210000002
CERS4,368.0,0.19396530799999998
POLK,765.0,0.1894871460000001
B4GALNT4,610.0,0.18751075078000004
PIGZ,53.0,0.18673825899999996
SIPA1,721.0,0.18663563600000002
NOTUM,4.0,0.1832675348
KLF2,758.0,0.18047477
IHH,929.0,0.1795434693000001
GXYLT2,763.0,0.17944452799999996
PCLO,406.0,0.174948232
SLC38A3,353.0,0.17349966399999997
NEIL3,997.0,0.17124531299999998
CHD8,76.0,0.16563715199999998
MRPS15,359.0,0.16503738229999998
GAL,924.0,0.16400006924
TAF1,262.0,0.1612118058
RPS4Y1,682.0,0.1602963254
RPL6,392.0,0.15794122672000002
SEC23A,596.0,0.156931798
ORC1,770.0,0.14712047458
RECK,720.0,0.1467703056
RBKS,898.0,0.1454149472
ZNF81,586.0,0.143885586
RPL27,816.0,0.141072378
UBE4A,354.0,0.13923639640000002
RPS18,741.0,0.138849652
CNTFR,481.0,0.13761753899999998
TRPC3,63.0,0.1374079919999999
CCL23,932.0,0.1371122488
TAF10,373.0,0.133406533
UGT8,690.0,0.12786602160000002
MAD2L1,914.0,0.12246538000000004
RSPO3,117.0,0.12121872491999999
NAPEPLD,7.0,0.12114733205999999
PCYT1B,84.0,0.116097106
ANK3,545.0,0.11353428460000001
HYAL2,850.0,0.11322989199999997
ATR,15.0,0.11057083000000001
ROBO2,540.0,0.10574939960000003
CHMP2A,512.0,0.10513634640000002
SLITRK4,255.0,0.10338044805999999
MBOAT2,711.0,0.10263979999999999
SLC36A1,961.0,0.10104324719999999
SNRPD2,484.0,0.09927965079999997
DCP2,970.0,0.09813107919999998
CYBRD1,917.0,0.09241738000000002
GALE,780.0,0.09207799580000002
LLGL1,402.0,0.08672526900000002
AP3B1,600.0,0.08390442567999999
IL37,946.0,0.07936499619999997
ADCYAP1R1,467.0,0.0788937760000001
COL8A1,206.0,0.07873292559999999
FLOT1,604.0,0.07550350219999999
EMG1,459.0,0.07252142772000006
ZFP57,375.0,0.0710443064
UBXN1,696.0,0.07067838
GNL3L,463.0,0.06430946105999999
VIPR1,29.0,0.061876865999999975
MGAT2,810.0,0.06171757400000009
RPS20,748.0,0.06060732060000005
IL27RA,155.0,0.059104880000000005
CCDC12,480.0,0.055765720000000005
GLRB,733.0,0.054824875340000044
SEMA3B,159.0,0.054133256
TTK,844.0,0.05170526474000001
TAOK1,46.0,0.05108110400000001
CYP4F3,301.0,0.04701583384000004
ABCA12,872.0,0.04571371999999994
SLC44A4,735.0,0.045488685359999996
TUBB4A,95.0,0.04479858759999998
SIRPG,945.0,0.04337786140000001
GPR161,226.0,0.042659249079999996
MOCS1,629.0,0.042646069200000025
NLN,488.0,0.04208774599999997
MBOAT1,331.0,0.040740914000000086
STAG1,292.0,0.038111573839999996
TNFSF4,328.0,0.03584139919999998
ATXN1L,399.0,0.03453843900000001
RPL34,756.0,0.03362885319999999
CYP51A1,922.0,0.022960938000000007
ASIC1,101.0,0.019556097999999973
SEL1L,967.0,0.010850436400000007
RPL39,832.0,0.010422256999999963
WDR36,761.0,0.008521445360000006
SFRP4,6.0,0.008476817539999995
ETV5,551.0,0.007927714599999991
RPL36,868.0,0.007518622600000005
MRPL20,947.0,-0.0001707259999999988
RAG1,982.0,-0.0014435509659999845
NSD1,236.0,-0.002430082000000029
GDF15,302.0,-0.005274050000000002
CSNK1G3,131.0,-0.005838316400000018
POMK,179.0,-0.010237635399999993
LRIG2,146.0,-0.012982156000000055
MDN1,934.0,-0.017328572700000006
GRID1,69.0,-0.018072501685999956
B3GNT7,736.0,-0.02156964000000001
ALB,837.0,-0.023690343600000004
VANGL2,409.0,-0.025203820359999997
ABCA10,336.0,-0.026046917999999995
TP53INP2,867.0,-0.028039750199999942
RPL26,185.0,-0.02887220479999996
DNA2,824.0,-0.03566274199999999
ST3GAL6,164.0,-0.04106117199999999
LGR6,165.0,-0.04182833764000003
CLOCK,819.0,-0.05290425334000002
PLIN5,404.0,-0.054654683999999974
RPL13,167.0,-0.05791491200000003
ENPP1,936.0,-0.06020533920000004
EDEM3,662.0,-0.06075590399999999
DNAJC5,346.0,-0.062041094288
PDE5A,358.0,-0.06571909000000004
SH3GLB2,800.0,-0.06794731080000001
IGF2R,70.0,-0.06818184800000004
WNT3,569.0,-0.06834452000000005
SIRT5,631.0,-0.07157085599999999
RPS8,746.0,-0.07222113639999998
STK4,486.0,-0.07741300000000005
MKNK2,97.0,-0.07958527199999996
ZNF805,539.0,-0.08270539394000001
KLRC1,446.0,-0.08360089399999997
ZNF566,903.0,-0.084111293
AK4,593.0,-0.08760660680000001
TRAM1L1,13.0,-0.08858565400000003
PPIP5K2,678.0,-0.09249998240000001
TTI1,274.0,-0.09458506139999998
CNTNAP2,670.0,-0.094806990006
DUSP4,857.0,-0.09523481060000002
RPL13A,87.0,-0.0998262028
RPS11,778.0,-0.10141326399999998
YWHAG,45.0,-0.104197892
TTF2,49.0,-0.10621887640000001
FAN1,111.0,-0.10682893180000001
SAT1,592.0,-0.10708053400000002
HS3ST5,507.0,-0.12066621479999999
TAS2R31,52.0,-0.1238611768
KRT16,245.0,-0.12675147
HDAC10,996.0,-0.13100510799999998
TAF4B,619.0,-0.13256595799999998
GPHN,35.0,-0.13807436
FBXO43,752.0,-0.14064744199999998
CLDN23,432.0,-0.144101394
ST3GAL5,926.0,-0.14563422
UBXN6,364.0,-0.14867388539999998
GAST,437.0,-0.15167857
NR3C1,883.0,-0.1527874144
CYP4F2,361.0,-0.1527974939
TLE6,74.0,-0.15335323019999997
KRT24,602.0,-0.15359722679999996
PTPRD,709.0,-0.15429461194000002
TSLP,940.0,-0.15531263979999999
DHX8,984.0,-0.158092946
PALB2,855.0,-0.16118983
ATG2B,783.0,-0.16458284900000003
PWP2,514.0,-0.1652324154
FZD1,191.0,-0.16783033000000006
SIRT4,294.0,-0.17061316799999995
S1PR4,243.0,-0.17399256399999996
KPNB1,652.0,-0.174469414
ACAP1,766.0,-0.17949473819999995
BMP2K,958.0,-0.18025827999999997
FAU,493.0,-0.18032731195999996
CST4,520.0,-0.18440701999999995
HDAC4,681.0,-0.19533953799999998
CAMK4,542.0,-0.19743871799999996
SETD7,831.0,-0.19824606999999989
SNRNP200,552.0,-0.199004692
CCNT1,649.0,-0.19933312328
FER,971.0,-0.21011165520000005
PRODH,809.0,-0.2138832098
HSPA4L,774.0,-0.21394308520000002
NMU,442.0,-0.216579142568
RGS9,617.0,-0.21948191400000003
GTF2A1,455.0,-0.22006204999999998
CDC25B,845.0,-0.22338108599999992
RXFP1,194.0,-0.22460999984000002
FKTN,505.0,-0.22596974288
KIF23,27.0,-0.226707324
CHRNA3,222.0,-0.22693122400000004
ROR2,866.0,-0.23090541182000002
ERBB4,930.0,-0.23147337600000006
P2RY1,170.0,-0.23180448239999998
RPL27A,656.0,-0.23436576679999996
MEF2A,718.0,-0.2402584462
WDR3,18.0,-0.24279526842000002
ADH1C,256.0,-0.2456437479999999
ENDOG,876.0,-0.253101864
LATS2,239.0,-0.258111488
FANCI,518.0,-0.2617988680000001
ZNF250,441.0,-0.2626954018
CSNK1G1,316.0,-0.2628274684
NDUFA11,51.0,-0.26339587
RASAL2,912.0,-0.26513003160000004
CSNK2A3,267.0,-0.265486896
CDC27,43.0,-0.26739623800000006
NLGN2,150.0,-0.2711611852
NRCAM,253.0,-0.290459902
MYO5A,145.0,-0.29267856999999997
NDUFA2,89.0,-0.29614266
RPL9,454.0,-0.2975485164
RPL37A,462.0,-0.298420684
NFASC,902.0,-0.3006017478
MPZL1,685.0,-0.30312741324000003
ORC3,658.0,-0.305507054
MAN1A2,574.0,-0.308294599
POU5F1,948.0,-0.316037414
TRPV4,635.0,-0.31623916220000003
RPL35,660.0,-0.3201135798
PRDX5,482.0,-0.3201908744
CYTH3,378.0,-0.3208637912
IL7,724.0,-0.32251012800000006
EME2,318.0,-0.32317427924
ARPC3,213.0,-0.329185436
VPS37B,534.0,-0.33033239159999994
ROR1,80.0,-0.33397305566
ASAP1,821.0,-0.338242804
CERK,916.0,-0.339766319
ST6GALNAC3,277.0,-0.34231884400000007
RORC,582.0,-0.34297798199999996
RPL7A,39.0,-0.34452642200000005
NEIL1,968.0,-0.349987976
NKD1,291.0,-0.35188746800000004
XPO4,726.0,-0.3526374186
CMA1,77.0,-0.35964225600000005
DGKG,158.0,-0.3609875399999999
CBL,764.0,-0.367292648
SOCS7,865.0,-0.36833158400000005
COL11A1,487.0,-0.36971239
VAMP5,163.0,-0.372367892
SEMA6D,705.0,-0.372820341
GLG1,585.0,-0.37475566196
CTSV,878.0,-0.37517783000000005
ZNF674,176.0,-0.3825131552
AGPS,204.0,-0.3847309691999999
DHFR,366.0,-0.38491089800000006
SGCB,20.0,-0.3908841051
RBP2,695.0,-0.4009854506
ELN,448.0,-0.40844492800000004
EPHA4,71.0,-0.414169375
TEAD2,17.0,-0.4145813142
P2RY6,888.0,-0.41469434654
MED12L,638.0,-0.4178538626
DAGLA,154.0,-0.41936352076
MTHFD1,693.0,-0.419943251
EXO1,321.0,-0.420593604
SIX4,747.0,-0.42252043739999995
AMPH,113.0,-0.42302549800000006
CHRNA1,264.0,-0.42318191728
COL16A1,132.0,-0.430587148
PGM3,757.0,-0.43349137082
CD7,387.0,-0.43391365000000004
LPAR4,135.0,-0.4375132140000001
IL1RL2,882.0,-0.44786458739999996
SLC44A5,460.0,-0.44889621252000006
PARP2,601.0,-0.44998450000000006
TXK,311.0,-0.451694315
CARD18,88.0,-0.45337340160000006
RPS4X,306.0,-0.4570851276000001
HUWE1,603.0,-0.46021777540000003
CDK5R1,449.0,-0.46485746018
TNN,753.0,-0.46783255599999995
GPSM3,951.0,-0.47230917044
FBXO5,978.0,-0.47552265574
CSGALNACT2,655.0,-0.4766011012
KRT40,563.0,-0.47762771800000003
MGAT5B,421.0,-0.48197095
EPHB3,815.0,-0.482637862
PLK3,75.0,-0.485401278
SLC33A1,870.0,-0.48684715
POFUT1,891.0,-0.490407264
OGDHL,492.0,-0.49613073679999997
SGMS2,560.0,-0.497820558
SLC22A3,559.0,-0.49802320940000006
ELF5,651.0,-0.49810419600000005
FADS1,192.0,-0.50097403
P4HA3,969.0,-0.5100578188
ACE,86.0,-0.5165807779999999
HOXD10,59.0,-0.5248785064000001
PLK4,790.0,-0.530385483
PRKCQ,393.0,-0.5312917519999999
TIMP3,909.0,-0.5372105680000001
RPL11,273.0,-0.5372932508000001
LAMP2,65.0,-0.5383816539999999
RPLP2,614.0,-0.54501542904
NDUFB7,157.0,-0.5451178760000001
CCR3,525.0,-0.545324416
HEPHL1,261.0,-0.559344865
APCDD1L,177.0,-0.55955023648
SEMA6B,122.0,-0.5608880612
BDH1,295.0,-0.565406876
BRIP1,708.0,-0.566550716
MED13L,376.0,-0.57127469434
GLCE,397.0,-0.5714959486
GTF2I,252.0,-0.5748466179999999
ST3GAL4,906.0,-0.5778653078
HS3ST3B1,653.0,-0.5806126135999999
VPS29,703.0,-0.584487008
NF1,234.0,-0.589071134
RBL1,283.0,-0.592719492
RBM28,285.0,-0.59366765408
ATP7A,16.0,-0.59398246008
TLE2,416.0,-0.5971456546
SGCD,570.0,-0.59973634
ZNF2,310.0,-0.6005147340000001
HS3ST3A1,923.0,-0.6072997386
ANAPC1,411.0,-0.6078630199999997
RPS9,973.0,-0.6199816425999999
TNFRSF17,96.0,-0.621469356
HTR2C,630.0,-0.624787778
RAET1L,395.0,-0.634695038
TBC1D4,702.0,-0.63978541624
MAFA,772.0,-0.640323178
DMXL1,181.0,-0.64034685
RPL24,516.0,-0.6428548834
AKT3,360.0,-0.644189172
EVC,565.0,-0.64893566
SNX5,599.0,-0.6536339472
PANK2,953.0,-0.6639096238000001
CCL14,500.0,-0.6651412520000001
GSTM1,197.0,-0.66589568
SMPD2,954.0,-0.674099386
FOXA3,743.0,-0.6777749799999999
COL10A1,801.0,-0.6842116746
IPO9,530.0,-0.6856169320000001
ZNF713,860.0,-0.688622952
TNFRSF13B,536.0,-0.6915188879999999
LMNB1,557.0,-0.701636142
ELOVL4,762.0,-0.7041596099999999
LSM3,628.0,-0.7057669092000001
GALNT13,777.0,-0.709542522
SLC34A3,62.0,-0.7103108307999999
SCD5,885.0,-0.7113916060000001
SERPINA5,527.0,-0.7211072090000001
FOSB,506.0,-0.7227600999999999
GUCY1A2,257.0,-0.728335382
TOPBP1,100.0,-0.729888386
CASP2,674.0,-0.73862108
PDE4C,41.0,-0.742032814
XRCC2,431.0,-0.743447776
PDXP,465.0,-0.7444129966000002
SLC7A1,317.0,-0.7450717252000001
ACKR4,684.0,-0.755045478
KRT15,632.0,-0.755272164
DDX19A,833.0,-0.760620942
PGR,798.0,-0.762425538
SPDYE2,529.0,-0.7627087306
P2RX6,995.0,-0.763524448
LFNG,216.0,-0.7649609948
SMCR8,55.0,-0.76623783
MYL12B,668.0,-0.769688242
FANCM,537.0,-0.7734831040000001
POLL,587.0,-0.775345046
RPL29,98.0,-0.77954876064
GABRQ,156.0,-0.781045158
CUL3,858.0,-0.7876308028
SEC24C,133.0,-0.788061118
LATS1,691.0,-0.7922993386
DUSP2,50.0,-0.7932675011000001
KMT2C,620.0,-0.79421122982
KMT2D,920.0,-0.7966121693999999
CYB5RL,25.0,-0.8012772080000001
GRIK2,583.0,-0.8016616639999998
CCL17,722.0,-0.803303208
HLA-E,710.0,-0.804810146
TP53BP1,251.0,-0.8143706937999999
LPAR6,260.0,-0.8145720159999998
ADAM17,508.0,-0.848851168
IL19,417.0,-0.850022936
SGK3,499.0,-0.8506893054000001
