genes,Unnamed: 0,values
PLN,231.0,-0.45900752600000017
EFCAB7,131.0,-0.4631113808
IL13RA2,362.0,-0.464935486
RILP,969.0,-0.46519020960000007
TMEM97,998.0,-0.465360174
TFAP4,48.0,-0.46753364599999997
POU2F3,305.0,-0.48417895499999997
ENPP6,947.0,-0.487437201
UTP18,360.0,-0.487623226
PSMD9,997.0,-0.48847633199999996
COL5A3,57.0,-0.4897665032
GRK6,899.0,-0.491671608
EXO1,738.0,-0.4938156530000001
CST5,33.0,-0.5067674200000001
INPP5F,709.0,-0.5090890299999999
CPLX2,835.0,-0.511775624
DTYMK,20.0,-0.514572072
KPNA2,828.0,-0.5174251804
CXCL14,366.0,-0.5201748460000001
BRIP1,719.0,-0.5309946199999998
ZNF433,858.0,-0.531678033
SUMO4,967.0,-0.5332321720000002
GNAZ,859.0,-0.542949772
CKS2,832.0,-0.546366302
PPP1R1B,824.0,-0.549785588
AXIN1,349.0,-0.5548072
CCL18,358.0,-0.558871188
NEIL3,258.0,-0.5621040799999999
ADM,293.0,-0.5735250630000002
FABP6,777.0,-0.5741884512000001
SF3B1,866.0,-0.5801592108000001
CHMP4A,546.0,-0.5838514988
COL11A2,821.0,-0.5859102700000001
NPFFR2,370.0,-0.5882327238
HLA-G,165.0,-0.5886254399999998
ZNF674,552.0,-0.588967098
S1PR4,857.0,-0.59011115
CLDN9,117.0,-0.5941855800000001
MRPL30,597.0,-0.6002656960000001
ZNF785,179.0,-0.602087944
NR4A3,244.0,-0.6092535939999999
SLC44A5,243.0,-0.6097450999999999
CACYBP,768.0,-0.610150978
ZNF74,710.0,-0.613897194
ELN,270.0,-0.614980276
CDCA5,906.0,-0.624651705
ST6GALNAC2,541.0,-0.6344710479999999
ACYP2,557.0,-0.635391952
PRCC,361.0,-0.645594192
CXXC4,296.0,-0.659018454
ZNF667,785.0,-0.6610011912
COL8A2,544.0,-0.6629595761999999
LSM5,107.0,-0.6703414619999999
SLC26A3,395.0,-0.6712351520000001
COL10A1,992.0,-0.673026022
SUV39H2,689.0,-0.673891648
IPO4,564.0,-0.6933742439999999
PCCB,965.0,-0.69587972
GNL3,675.0,-0.6966522700000001
DYNC1LI1,336.0,-0.697904
PDE10A,154.0,-0.7051985463999999
DCP1A,609.0,-0.7057395182
ZNF836,23.0,-0.7071436739999999
POLR3C,704.0,-0.7158457059999999
WNT3,405.0,-0.7178771540000001
RIPK3,222.0,-0.71933824
ADSL,953.0,-0.7222542059999999
SERPINA7,600.0,-0.7228154666
OPRL1,251.0,-0.7236444254000001
ZNF431,995.0,-0.725104268
IL7R,28.0,-0.725163526
COL8A1,326.0,-0.7284484360000001
CDC27,216.0,-0.7304556579999999
TLX1,492.0,-0.73906364
SFRP2,59.0,-0.7411814980000001
RNPS1,467.0,-0.7542769879999999
ZNF354A,24.0,-0.759306972
UBE2T,311.0,-0.7608019340000001
IRAK2,888.0,-0.7744408540000001
CCL8,331.0,-0.77562285826
ZNF83,210.0,-0.7769487399999999
TRIM32,598.0,-0.7781959119999999
THEM4,19.0,-0.7890694334
PDE2A,941.0,-0.7930271932000001
CFHR4,629.0,-0.7985376266
SOCS7,447.0,-0.8102637639999999
FANCE,99.0,-0.82719276
ZNF10,732.0,-0.832494844
GDPD1,286.0,-0.8334741579999999
BLVRA,977.0,-0.8350327
NAT10,55.0,-0.83569815892
AHCY,871.0,-0.8512155275999997
PSMD3,693.0,-0.8587273320000002
SPX,984.0,-0.8589747924000001
ANTXR1,763.0,-0.8609130714
CLDN19,583.0,-0.8690450160000001
EIF4E,809.0,-0.873467454
HSD3B7,679.0,-0.87563762
GCNT2,766.0,-0.8805247200000001
ZNF37A,463.0,-0.8879063480000001
VMP1,735.0,-0.891687572
DCN,592.0,-0.8924394659999999
ENPP3,570.0,-0.8931048020000001
TAF3,161.0,-0.898875694
ABCC5,964.0,-0.901891144
SFN,17.0,-0.9107653599999999
POLR3F,367.0,-0.912869902
FARSB,915.0,-0.9172014806
TACR2,945.0,-0.935423106
ZNF829,77.0,-0.9384087600000001
WNT2,862.0,-0.9534806699999997
ONECUT1,94.0,-0.954185116
CYB5RL,192.0,-0.9572441048
VPS26A,188.0,-0.9593064175999999
P2RY2,21.0,-0.9603693979999999
LUM,347.0,-0.9661843920000001
C4A,839.0,-0.9696898019999999
NFKB2,178.0,-0.9766804600000001
TRAF2,869.0,-0.98354052
ATP1A1,456.0,-0.988823014
IL27RA,75.0,-1.002391432
AMD1,641.0,-1.002678388
CFHR3,354.0,-1.0069331893000002
CD2AP,333.0,-1.0167366206000001
OTX1,156.0,-1.0260448074
IPO11,50.0,-1.0384863724
LEFTY1,842.0,-1.058956607
KDELR3,300.0,-1.0729517339999999
ZNF589,380.0,-1.075146434
WDR43,392.0,-1.0906222846
NUP155,291.0,-1.0946018596
COL2A1,459.0,-1.1131262979999998
SMPD2,683.0,-1.113935278
MAML3,963.0,-1.121545105
FANCI,414.0,-1.1280416480000002
RRM1,971.0,-1.12952442
GABARAPL1,617.0,-1.1356668199999997
COL22A1,620.0,-1.14168921
AMH,830.0,-1.14350863
WDR75,606.0,-1.145806932
SRPK1,590.0,-1.1528382339999999
RABEP1,924.0,-1.167218104
ZNF530,913.0,-1.1786114040000002
GUCY2C,814.0,-1.18307025
HTR2B,607.0,-1.1872110599999999
RPLP1,260.0,-1.188647204
ZNF783,193.0,-1.189719966
TK1,803.0,-1.1943673999999997
SNRPA,69.0,-1.205815688
RPS15A,403.0,-1.2080286159999998
RPL10,81.0,-1.211796576
KCNJ11,101.0,-1.2182614399999998
ZNF891,882.0,-1.2189622766
ZNF746,43.0,-1.22191538
INMT,727.0,-1.223134584
IPO9,845.0,-1.231502026
GRID1,885.0,-1.235398266
ELMO1,901.0,-1.2390612316
ZNF141,667.0,-1.2443189632
TCN2,752.0,-1.24491006
XPO1,520.0,-1.26147836
ZNF793,614.0,-1.26328855
BRCA1,701.0,-1.2673519280000003
GSK3A,406.0,-1.27141238
CDC20,86.0,-1.2767594079999998
DHX8,462.0,-1.285867104
EZH1,399.0,-1.2911822000000002
BMS1,491.0,-1.29901731206
ZNF20,703.0,-1.310335912
RPL19,909.0,-1.3246300500000001
NRG2,375.0,-1.3363445232
CERS6,343.0,-1.3367491699999998
